"ID","区分","機種名","型式名","慣用名","短縮名","メーカー","内規","カテゴリー","型式番号","導入開始日","スマート","遊タイム","有効"
"9205","P","P貞子3D2~呪われた12時間~","P貞子3D2S2B",,,"高尾",,"ミドル","0P0138","2020/7/20","0","1","1"
"9204","S","戦国コレクション4","S戦国コレクション4KF",,"戦国コレクション4","コナミアミューズメント","6号機","AT","0S0139","2020/8/17","0","0","1"
"9203","P","PダンガンロンパM6-V1","PダンガンロンパM6-V1",,,"ニューギン",,"ライトミドル","9P1773","2020/8/3","0","0","1"
"9202","S","シャア専用パチスロ 逆襲の赤い彗星","Sシャア専用パチスロ 逆襲の赤い彗星G",,"シャア専用","ビスティ","6号機","AT","0S0324","2020/8/3","0","0","1"
"9201","P","Fバイオハザード リベレーションズ2 LIGHTver.","PAフィーバーバイオハザード2Y",,,"SANKYO",,"甘デジ","9P1693","2020/7/20","0","0","1"
"9200","P","Fバイオハザード リベレーションズ2 1/199","Pフィーバーバイオハザード2T",,,"SANKYO",,"ライトミドル","9P1452","2020/7/20","0","0","1"
"9199","P","Pひぐらしのなく頃に~憩~","Pひぐらしのなく頃に~憩~AZ",,,"Daiichi",,"甘デジ","9P1770","2020/7/20","0","0","1"
"9198","P","PAぱちんこ ガラスの仮面N-K1","PAガラスの仮面N-K1",,,"ニューギン",,"甘デジ","9P1810","2020/7/20","0","0","1"
"9197","P","Pミニミニモンスター4LM","Pミニミニモンスター4LM",,,"竹屋",,"ライトミドル","9P1826","2020/7/20","0","0","1"
"9196","P","Pミニミニモンスター4a","Pミニミニモンスター4a",,,"竹屋",,"ライトミドル","9P1822","2020/7/20","0","0","1"
"9195","P","Pアナザーゴッドハーデス ザ・ワールド","Pアナザーゴッドハーデス2SC",,,"メーシー",,"ライトミドル","9P1899","2020/8/17","0","0","1"
"9194","P","Pリング 呪いの7日間2","Pリング 呪いの7日間2 JN",,,"JFJ",,"ミドル","0P0076","2020/5/11","0","1","1"
"9193","P","P一騎当千SS斬 呂蒙Ver.","P一騎当千斬SS V2A",,,"高尾",,"甘デジ","9P1430","2020/5/11","0","0","1"
"9192","S","ワンバーS-30","SワンバーS1-30",,"ワンバーS-30","ベルコ","6号機","AT","9S1884","2020/7/6","0","0","1"
"9191","P","PモモキュンソードMC","PモモキュンソードMC",,,"西陣",,"ライトミドル","0P0190","2020/7/6","0","1","1"
"9190","P","P烈火の炎3 TYPE-R","P烈火の炎3B40000H1AZ2",,,"平和",,"ミドル","9P1732","2020/4/20","0","0","1"
"9189","S","パチスロ BLACK LAGOON4","S ATブラックラグーン4SY",,"BLACK LAGOON4","スパイキー","6号機","AT","0S0042","2020/7/20","0","0","1"
"9188","P","Pスーパー海物語 IN JAPAN2 金富士 319バージョン","Pスーパー海物語INジャパン2STB",,,"三洋物産",,"ミドル","9P1612","2020/9/7","0","0","1"
"9187","P","Pスーパー海物語 IN JAPAN2 金富士 199バージョン","Pスーパー海物語INジャパン2SCB",,,"三洋物産",,"ライトミドル","9P1529","2020/9/7","0","0","1"
"9186","S","ハイドラ-30","SハイドラND-30",,"ハイドラ-30","カルミナ","6号機","AT","9S1091","2020/5/18","0","0","1"
"9185","P","PAFトータル・イクリプス LIGHTver.","PAフィーバートータル・イクリプスY",,,"SANKYO",,"甘デジ","9P1673","2020/5/18","0","0","1"
"9184","P","PAうる星やつら~ラムのLoveSong~","PAうる星やつらN-K",,,"ニューギン",,"甘デジ","9P1572","2020/5/11","0","0","1"
"9183","P","P戦国乙女6 暁の関ヶ原","P戦国乙女6M2AZ1Y",,,"アムテックス",,"ライトミドル","0P0078","2020/10/5","0","1","1"
"9182","P","PAガンスリンガー ストラトス 遊撃ver.","P GunslingerStratos THE ANIMATION A02",,,"大都技研",,"甘デジ","9P0814","2020/4/20","0","0","1"
"9181","S","押忍!サラリーマン番長2","S押忍!サラリーマン番長2A2",,"サラ番2","大都技研","6号機","AT","9S1687","2020/4/20","0","0","1"
"9180","P","PF真花月2夜桜バージョン","Pフィーバー真花月2S",,,"SANKYO",,"ライトミドル","0P0032","2020/4/20","0","1","1"
"9179","P","PF戦姫絶唱シンフォギア2","Pフィーバー戦姫絶唱シンフォギア2",,,"SANKYO",,"ライトミドル","9P1868","2020/4/20","0","0","1"
"9178","P","P元祖大工の源さん 199ver.","P元祖大工の源さんWCC",,,"三洋物産",,"ライトミドル","9P1683","2020/5/7","0","0","1"
"9177","P","PAコマコマ倶楽部@エイジセレクトY2F","PAコマコマ倶楽部@エイジセレクトY2F",,,"豊丸",,"甘デジ","9P1802","2020/4/6","0","0","1"
"9176","P","P10カウントチャージ絶狼","P10カウントチャージ絶狼MC",,,"サンセイR&D",,"ミドル","9P1824","2020/4/20","0","0","1"
"9175","P","P炎のドラム魂GA「PB機」","P炎のドラム魂GA",,,"ニューギン",,"ミドル","9P1751","2020/3/23","0","0","1"
"9174","S","Sヤッターマン絶対正義","Sヤッターマン絶対正義SE",,"ヤッターマン絶対正義","サンスリー","6号機","AT","9S1859","2020/5/7","0","0","1"
"9173","P","PビッグポップコーンA","PビッグポップコーンA",,,"A-gon",,"その他","0P0561","2021/8/2","0","0","1"
"9172","P","P13日の金曜日MA","P13日の金曜日MA",,,"西陣",,"ライトミドル","9P1887","2020/5/11","0","0","1"
"9171","P","P13日の金曜日GLA","P13日の金曜日GLA",,,"西陣",,"甘デジ","9P1915","2020/5/11","0","0","1"
"9170","S","Sパチスロダイナマイトキング極","Sパチスロダイナマイトキング極JJT",,"ダイナマイトキング極","D-light","6号機","AT","9S1214","2020/5/11","0","0","1"
"9169","P","P戦国BASARA","P戦国BASARA L4-7V1",,,"ニューギン",,"ライトミドル","9P1759","2020/4/6","0","0","1"
"9168","P","P大工の源さん 超韋駄天","P大工の源さん超韋駄天YTA",,,"三洋物産",,"ミドル","9P1784","2020/4/20","0","0","1"
"9167","P","新世紀エヴァンゲリオン~シト、新生~PREMIUM MODEL","P新世紀エヴァンゲリオン シト、新生Y",,,"ビスティ",,"甘デジ","9P1592","2020/3/23","0","0","1"
"9166","P","P ROKUROKU 6000Ver.","PロクロクL1C",,,"高尾",,"ミドル","9P1450","2020/4/6","0","0","1"
"9165","P","Pひぐらしのなく頃に~廻~219ver.","Pひぐらしのなく頃に~廻~AG-S",,,"Daiichi",,"ライトミドル","9P1460","2020/5/11","0","0","1"
"9164","S","エヴァンゲリオン フェスティバル","SエヴァンゲリオンフェスティバルR",,"エヴァ フェスティバル","ビスティ","6号機","AT","9S1599","2020/3/2","0","0","1"
"9163","S","パチスロ モンキーターンIV","Sモンキーターン4ZDD",,"モンキーターンIV","山佐","6号機","AT","9S1729","2020/5/11","0","0","1"
"9162","P","Pホームランキング","Pホームランキング9AV2S",,,"アムテックス",,"甘デジ","9P1272","2020/3/2","0","0","1"
"9161","P","D-CLOCK","P D-CLOCK1",,,"マルホン",,"ライトミドル","9P1832","2020/4/20","0","0","1"
"9160","S","スペリオーレ","SスペリオーレBB",,"スペリオーレ","バルテック","6号機","AT","9S1368","2020/3/16","0","0","1"
"9159","P","P戦国乙女5 甘デジ","P戦国乙女5 9AU1",,,"アムテックス",,"甘デジ","9P0921","2020/3/16","0","0","1"
"9158","S","回胴黙示録カイジ~沼~","S カイジ沼 KR",,"カイジ沼","サミー","6号機","AT","9S1396","2020/10/19","0","0","1"
"9157","P","PAぱちんこ 新・必殺仕置人 TURBO GORAKU Version「PB機」","PAぱちんこ新必殺仕置人TURBO-G1",,,"京楽",,"甘デジ","9P1484","2020/3/2","0","0","1"
"9156","S","いろはに愛姫","Sいろはに愛姫PA5",,"いろはに愛姫","パオン・ディーピー","6号機","ART","9S1421","2020/3/2","0","0","1"
"9155","S","サンダーVライトニング","S/サンダーVライトニング/TH",,"サンダーVライトニング","アクロス","6号機","A","9S1588","2020/4/20","0","0","1"
"9154","S","沖ドキ!2-30","S/沖ドキ!2/SA-30",,"沖ドキ!2-30","アクロス","6号機","AT","8S1437","2020/5/18","0","0","1"
"9153","P","PAでかちりラッシュ","PAデカチリラッシュAE",,,"メーシー",,"甘デジ","9P1494","2020/3/2","0","0","1"
"9152","S","パチスロ咲-Saki-","S咲-Saki-SH",,"パチスロ咲-Saki-","サンスリー","6号機","AT","9S1511","2020/4/6","0","0","1"
"9151","S","ビッグシオ-30","SビッグシオSP-30",,"ビッグシオ-30","パイオニア","6号機","AT","9S1516","2020/5/18","0","0","1"
"9150","P","P GI DREAMROAD","P GI DREAMROAD-MH",,,"サンセイR&D",,"ライトミドル","9P1582","2020/4/6","0","0","1"
"9149","P","P銀河鉄道999 PREMIUM","P銀河鉄道999 2H1AU6",,,"アムテックス",,"ミドル","9P1769","2020/3/23","0","0","1"
"9148","P","P DD北斗の拳~主役はジャギ!!~ユリアVer.","PA DD北斗の拳 主役はジャギT3A",,,"高尾",,"甘デジ","9P1517","2020/3/2","0","0","1"
"9147","S","パチスロ〈物語〉シリーズ セカンドシーズン","S物語セカンドシーズンXA",,"化物語2","サミー","6号機","AT","9S1727","2020/3/16","0","0","1"
"9146","P","P天昇!姫相撲","P天昇!姫相撲~大横綱ver~AC-T",,,"Daiichi",,"その他","9P1579","2020/3/2","0","0","1"
"9145","P","PAスーパー海物語IN地中海SBA","PAスーパー海物語IN地中海SBA",,,"三洋物産",,"甘デジ","9P1367","2020/3/2","0","0","1"
"9144","S","みうのおしゃべりパチスロ","SみうスロM1",,"みうスロ","岡崎産業","6号機","AT","9S0093","2020/3/16","0","0","1"
"9143","P","Pデカビスカス","P光れ!デカビスカスHD",,,"西陣",,"その他","9P1710","2020/4/6","0","0","1"
"9142","S","スナイパイ71","Sスナイパイ71CC",,"スナイパイ71","ネット","6号機","AT","9S1644","2020/4/6","0","0","1"
"9141","S","S地獄少女 あとはあなたが決めることよ","S地獄少女 あとはあなたが決めることよFD",,"地獄少女 あとはあなた","藤商事","6号機","AT","9S1436","2020/3/2","0","0","1"
"9140","P","Pルパン三世~神々への予告状~甘デジ","Pルパン三世LASTGOLD 9AU1",,,"平和",,"甘デジ","9P0729","2020/2/17","0","0","1"
"9139","P","ヱヴァンゲリヲン13 エクストラモデル","PAヱヴァンゲリヲン13EX YZ",,,"ビスティ",,"甘デジ","9P1282","2020/2/3","0","0","1"
"9138","P","鉄拳 極 SWEET COMBO VER.","PA鉄拳3Y",,,"ビスティ",,"甘デジ","9P1596","2020/2/3","0","0","1"
"9137","P","P真・北斗無双 第2章 頂上決戦","P真北斗無双第2章頂上決戦SEA",,,"サミー",,"ライトミドル","9P0743","2020/3/16","0","0","1"
"9136","S","パチスロ ファンタシースターオンライン2","S SLOT PSO2 MB",,"PSO2","サミー","6号機","AT","9S1571","2020/2/25","0","0","1"
"9135","P","デジハネPあの日見た花の名前を僕達はまだ知らない。","PデジハネあのはなGSC",,,"サミー",,"甘デジ","9P1678","2020/3/2","0","0","1"
"9134","S","キングオブジャック","SキングオブジャックJ1",,"キングオブジャック","ベルコ","6号機","AT","9S1478","2020/3/2","0","0","1"
"9133","P","PA CYBORG009 N-X1","PA CYBORG009 N-X1",,,"ニューギン",,"甘デジ","9P1321","2020/3/16","0","0","1"
"9132","S","新鬼武者~DAWN OF DREAMS~","S新鬼武者ZC",,"新鬼武者","エンターライズ","6号機","AT","9S1474","2020/3/23","0","0","1"
"9131","S","DIAMOND","Sオリスロ3AA",,,"JPS","6号機","A","9S1375","2020/2/25","0","0","1"
"9130","S","スロまる",,,,"JPS","6号機","A",,"2020/2/25","0","0","1"
"9129","S","パチスロ123",,,,"JPS","6号機","A",,"2020/1/27","0","0","1"
"9128","S","ハイパーアピエル",,,,"JPS","6号機","A",,"2020/1/6","0","0","1"
"9127","P","P真・黄門ちゃま","P真黄門ちゃまH1AZ5",,,"平和",,"ミドル","9P1540","2020/3/2","0","0","1"
"9126","S","アイムジャグラーEX","SアイムジャグラーEX-TP",,"Sアイム","北電子","6号機","A","9S1309","2020/12/14","0","0","1"
"9125","S","パチスロ ハナペカ","SハナペカY",,"ハナペカ","ニューギン","6号機","AT","9S1163","2020/3/2","0","0","1"
"9124","P","P笑点","P笑点MU",,,"サンセイR&D",,"ライトミドル","9P1322","2020/3/2","0","0","1"
"9123","S","パチスロ ケロット4","Sケロット4CC",,"ケロット4","セブンリーグ","6号機","A","9S1291","2020/3/2","0","0","1"
"9122","P","PFアクエリオンALL STARS","Pフィーバーアクエリオン6bV",,,"SANKYO",,"ミドル","9P1674","2020/3/2","0","0","1"
"9121","P","PF機動戦士ガンダム逆襲のシャア Light ver.","PAフィーバー機動戦士ガンダム逆襲のシャアY",,,"SANKYO",,"甘デジ","9P1085","2020/3/16","0","0","1"
"9120","P","PAスーパー海物語IN地中海GO「PB機」","PAスーパー海物語IN地中海GO",,,"三洋物産",,"甘デジ","9P1419","2020/3/2","0","0","1"
"9119","P","PヤッターマンVVV","PヤッターマンVVV-YCE",,,"サンスリー",,"ライトミドル","9P1424","2020/3/2","0","0","1"
"9118","P","Pゴッドイーターアマデジ神撃90Ver.","PゴッドイーターMBY",,,"サンセイR&D",,"甘デジ","9P0623","2020/2/17","0","0","1"
"9117","P","Pゴッドイーター神撃90Ver.","PゴッドイーターREY3",,,"サンセイR&D",,"ライトミドル","9P1433","2020/2/17","0","0","1"
"9116","P","P地獄少女四","P地獄少女 四JG",,,"JFJ",,"ミドル","9P1324","2020/2/17","0","0","1"
"9115","P","ぱちんこ 新鬼武者 狂鬼乱舞 Light Version","PAぱちんこ新鬼武者ズバババ90A1",,,"オッケー.",,"甘デジ","9P1180","2020/1/6","0","0","1"
"9114","S","SLOTバジリスク~甲賀忍法帖~絆2","S/甲賀忍法帖/LL",,"絆2","ミズホ","6号機","AT","9S1461","2020/2/17","0","0","1"
"9113","S","パチスロ 花伝 30φ","S花伝M9-30",,"花伝 30φ","アムテックス","6号機","AT","9S1503","2020/1/27","0","0","1"
"9112","P","ぱちんこGI優駿倶楽部","P GI優駿倶楽部MU",,,"コナミアミューズメント",,"ライトミドル","9P1061","2020/3/2","0","0","1"
"9111","S","パチスロ 青鬼","Sパチスロ青鬼ver1.000L4",,"青鬼","オリンピア","6号機","AT","9S1409","2020/2/3","0","0","1"
"9110","P","P弾球黙示録カイジ沼4 カイジVer.","Pカイジ沼4S1B",,,"高尾",,"ミドル","9P1059","2020/2/17","0","0","1"
"9109","P","P蒼天の拳 双龍","P蒼天の拳双龍SFG",,,"サミー",,"ミドル","9P1492","2020/2/17","0","0","1"
"9108","P","ぱちんこ ウルトラ6兄弟","Pぱちんこウルトラ6兄弟K3",,,"オッケー.",,"ミドル","9P1392","2020/1/20","0","0","1"
"9107","S","探偵オペラ ミルキィホームズ 1/2の奇跡","SミルキィホームズND",,"ミルキィ1/2","カルミナ","6号機","AT","9S1338","2020/1/20","0","0","1"
"9106","P","P魔法少女リリカルなのは -2人の絆-","P魔法少女リリカルなのは2XCB",,,"三洋物産",,"ライトミドル","9P1039","2020/2/3","0","0","1"
"9105","P","ミリオンヴィーナス","PミリオンヴィーナスNA6",,,"コナミアミューズメント",,"ミドル","8P0871","2019/12/16","0","0","1"
"9104","P","P花の慶次~蓮","P花の慶次~蓮L16-V",,,"ニューギン",,"ミドル","9P1115","2020/2/3","0","0","1"
"9103","S","パチスロたまピー","S TMP AA",,,"JPS","6号機","A","9S1166","2019/12/23","0","0","1"
"9102","P","Fマクロスデルタ V-ラッシュ ver.","PフィーバーマクロスΔY",,,"SANKYO",,"甘デジ","9P1560","2020/2/17","0","0","1"
"9101","P","PA怪盗おそ松さん","PAハネモノ怪盗おそ松さんHC-R",,,"D-light",,"その他","9P0815","2020/2/3","0","0","1"
"9100","P","P春夏秋冬GLB","P春夏秋冬GLB",,,"西陣",,"甘デジ","9P1241","2020/1/20","0","0","1"
"9099","P","P闘将覇伝","P闘将覇伝HSJ-W",,,"ジェイビー",,"ミドル","9P1344","2020/2/3","0","0","1"
"9098","P","アマデジPA笑ゥせぇるすまん ドーンといきまSHOW","PA笑ゥせぇるすまんRGY",,,"サンセイR&D",,"甘デジ","9P0869","2020/1/6","0","0","1"
"9097","P","P笑ゥせぇるすまん ドーンといきまSHOW 199ver.","P笑ゥせぇるすまんRCY2",,,"サンセイR&D",,"ライトミドル","9P0917","2020/1/6","0","0","1"
"9096","P","Pビッグドリーム2激神","Pビッグドリーム2GFE",,,"サミー",,"ミドル","9P1390","2020/1/20","0","0","1"
"9095","P","P春夏秋冬MA","P春夏秋冬MA",,,"西陣",,"ライトミドル","9P1162","2020/1/20","0","0","1"
"9094","P","P春夏秋冬ZB","P春夏秋冬ZB",,,"西陣",,"ミドル","9P0797","2020/1/20","0","0","1"
"9093","S","スカイガールズ~ゼロノツバサ~","SスカイガールズKK",,"スカイガールズ","コナミアミューズメント","6号機","AT","9S1387","2020/1/20","0","0","1"
"9092","S","パチスロ 花伝 25φ","S花伝M4",,"花伝 25φ","アムテックス","6号機","AT","9S1112","2020/1/20","0","0","1"
"9091","S","Sリング 恐襲ノ連鎖","Sリング 恐襲ノ連鎖JA",,"リング 恐襲ノ連鎖","JFJ","6号機","AT","9S0912","2020/1/6","0","0","1"
"9090","P","ぱちんこ AKB48 ワン・ツー・スリー!! フェスティバル","PぱちんこAKB48ワンツースリーフェスティバルL1",,,"京楽",,"ライトミドル","9P1176","2019/12/2","0","0","1"
"9089","P","Pほのかとクールポコと、ときどき武藤敬司Y3F","Pほのかとクールポコと、ときどき武藤敬司Y3F",,,"豊丸",,"ライトミドル","9P0847","2020/1/14","0","0","1"
"9088","P","Pホー助くん","Pホー助くんYKBU2",,,"アムテックス",,"その他","9P0353","2019/12/16","0","0","1"
"9087","P","Pひぐらしのなく頃に~廻~319ver.","Pひぐらしのなく頃に~廻~AM",,,"Daiichi",,"ミドル","9P1332","2020/1/6","0","0","1"
"9086","P","P暴れん坊将軍 炎獄鬼神の怪 FW設定付","P暴れん坊将軍 炎獄鬼神の怪FW設定付",,,"藤商事",,"甘デジ","9P0502","2019/12/2","0","0","1"
